               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.015604,             0.01873,           0.0012129,             0.99724,             0.99753,               0.995,             0.87441,            0.015813,            0.011928,           0.0011026,           0.0053587,           0.0053587,           0.0053587
                 155,             0.01573,            0.019098,           0.0011198,             0.99723,             0.99753,             0.99495,             0.87714,            0.015288,            0.012084,           0.0011519,           0.0053116,           0.0053116,           0.0053116
                 156,            0.015695,            0.017944,           0.0011559,             0.99709,             0.99752,             0.99498,             0.87341,            0.015393,            0.011776,           0.0011338,           0.0052645,           0.0052645,           0.0052645
                 157,            0.016072,            0.020281,           0.0013074,             0.99675,             0.99753,             0.99473,              0.8705,            0.015349,             0.01164,           0.0011422,           0.0052174,           0.0052174,           0.0052174
                 158,            0.016133,            0.020064,           0.0011384,             0.99715,             0.99753,             0.99475,             0.87752,            0.015007,            0.011444,            0.001115,           0.0051704,           0.0051704,           0.0051704
                 159,            0.016026,            0.017611,           0.0010908,             0.99723,             0.99753,              0.9949,              0.8766,             0.01516,             0.01151,           0.0011619,           0.0051234,           0.0051234,           0.0051234
                 160,             0.01551,            0.018209,           0.0011495,             0.99699,             0.99753,             0.99488,             0.87329,            0.015209,            0.011555,           0.0011539,           0.0050765,           0.0050765,           0.0050765
                 161,            0.015493,            0.018661,           0.0011832,             0.99712,             0.99753,             0.99495,             0.86979,            0.015393,            0.011712,           0.0011367,           0.0050296,           0.0050296,           0.0050296
                 162,            0.015215,            0.018916,           0.0011745,              0.9971,             0.99753,             0.99495,             0.87708,            0.015343,            0.011607,           0.0011234,           0.0049828,           0.0049828,           0.0049828
                 163,             0.01525,            0.017072,           0.0010879,             0.99707,             0.99753,             0.99498,             0.87261,            0.015286,             0.01151,           0.0011044,            0.004936,            0.004936,            0.004936
                 164,            0.015243,            0.016148,           0.0010741,             0.99738,             0.99753,             0.99495,             0.86492,            0.015334,            0.011665,           0.0011179,           0.0048893,           0.0048893,           0.0048893
                 165,            0.015284,            0.019964,           0.0012272,             0.99738,             0.99753,             0.99495,             0.87261,            0.015141,            0.011447,           0.0011382,           0.0048426,           0.0048426,           0.0048426
                 166,            0.015483,            0.016972,             0.00117,             0.99678,             0.99753,             0.99485,             0.87203,            0.015278,            0.011554,           0.0011128,            0.004796,            0.004796,            0.004796
                 167,            0.015955,            0.019002,           0.0012215,             0.99736,             0.99753,              0.9947,             0.87971,             0.01506,            0.011659,           0.0011101,           0.0047495,           0.0047495,           0.0047495
                 168,            0.015337,            0.018041,           0.0011261,             0.99724,             0.99753,             0.99488,             0.87719,             0.01496,            0.011431,           0.0011023,           0.0047031,           0.0047031,           0.0047031
                 169,            0.015005,            0.019012,           0.0011542,             0.99724,             0.99753,             0.99495,             0.87263,            0.015173,            0.011466,           0.0010745,           0.0046568,           0.0046568,           0.0046568
                 170,            0.015036,            0.017089,           0.0010515,             0.99736,             0.99753,              0.9949,             0.87572,            0.015062,            0.011393,            0.001062,           0.0046105,           0.0046105,           0.0046105
                 171,            0.015063,            0.019612,           0.0011527,             0.99732,             0.99753,               0.995,             0.87611,            0.015271,             0.01143,           0.0010801,           0.0045644,           0.0045644,           0.0045644
                 172,            0.015351,            0.021527,           0.0011599,             0.99722,             0.99753,               0.995,             0.87534,            0.015278,            0.011608,            0.001084,           0.0045184,           0.0045184,           0.0045184
                 173,            0.015105,            0.021174,           0.0012019,             0.99693,             0.99753,               0.995,              0.8795,            0.015043,            0.011355,           0.0010758,           0.0044724,           0.0044724,           0.0044724
                 174,            0.015093,            0.017352,            0.001176,             0.99711,             0.99753,             0.99495,             0.87428,            0.014987,            0.011418,           0.0010465,           0.0044266,           0.0044266,           0.0044266
                 175,            0.015163,            0.020367,           0.0011288,             0.99699,             0.99753,              0.9949,              0.8735,            0.015082,            0.011344,           0.0010718,           0.0043809,           0.0043809,           0.0043809
                 176,            0.015134,            0.017984,           0.0011542,             0.99713,             0.99753,             0.99495,             0.87977,             0.01491,            0.011287,           0.0010455,           0.0043353,           0.0043353,           0.0043353
                 177,            0.015424,            0.018078,           0.0011763,             0.99685,             0.99752,             0.99498,              0.8786,            0.014892,              0.0113,           0.0010736,           0.0042899,           0.0042899,           0.0042899
                 178,            0.015014,            0.018859,           0.0011902,              0.9973,             0.99753,             0.99498,              0.8774,            0.014973,            0.011203,           0.0010963,           0.0042445,           0.0042445,           0.0042445
                 179,            0.014724,            0.017271,           0.0010691,             0.99714,             0.99753,               0.995,             0.87988,             0.01471,            0.011213,           0.0010791,           0.0041994,           0.0041994,           0.0041994
                 180,            0.014985,            0.019425,           0.0011271,             0.99676,             0.99753,             0.99498,             0.88018,            0.014781,            0.011498,            0.001036,           0.0041543,           0.0041543,           0.0041543
                 181,            0.015205,              0.0193,           0.0011704,               0.997,             0.99753,               0.995,             0.87217,            0.015125,            0.011503,            0.001024,           0.0041094,           0.0041094,           0.0041094
                 182,            0.014668,             0.01696,           0.0011308,             0.99723,             0.99753,               0.995,             0.88011,            0.014897,            0.011141,           0.0010232,           0.0040647,           0.0040647,           0.0040647
                 183,            0.014352,             0.01751,           0.0010447,             0.99721,             0.99753,               0.995,             0.88053,            0.014839,            0.011154,           0.0010174,           0.0040201,           0.0040201,           0.0040201
                 184,            0.014511,            0.018813,           0.0010511,             0.99738,             0.99753,             0.99495,             0.87449,            0.015137,            0.011413,           0.0010481,           0.0039757,           0.0039757,           0.0039757
                 185,            0.014705,            0.019349,           0.0010531,             0.99712,             0.99752,               0.995,              0.8752,            0.014975,            0.011401,            0.001021,           0.0039314,           0.0039314,           0.0039314
                 186,            0.014807,            0.018009,             0.00112,             0.99713,             0.99753,               0.995,              0.8798,            0.014905,            0.011193,           0.0010255,           0.0038873,           0.0038873,           0.0038873
                 187,            0.014548,            0.019188,           0.0011042,              0.9973,             0.99752,               0.995,             0.88009,            0.014844,            0.011437,           0.0010428,           0.0038434,           0.0038434,           0.0038434
                 188,            0.014707,            0.018553,           0.0010655,             0.99696,             0.99753,               0.995,             0.87884,            0.014547,            0.011284,           0.0010442,           0.0037997,           0.0037997,           0.0037997
                 189,            0.014591,            0.020103,           0.0010149,             0.99736,             0.99753,               0.995,             0.88074,            0.014636,            0.011341,           0.0010478,           0.0037562,           0.0037562,           0.0037562
                 190,            0.014071,            0.016858,          0.00099361,             0.99723,             0.99753,               0.995,             0.86907,            0.015079,            0.011808,           0.0010377,           0.0037128,           0.0037128,           0.0037128
                 191,            0.014767,            0.019144,           0.0010853,             0.99729,             0.99753,               0.995,             0.87782,            0.014943,            0.011649,           0.0010502,           0.0036697,           0.0036697,           0.0036697
                 192,            0.014067,            0.016661,           0.0010084,             0.99698,             0.99753,               0.995,             0.87887,            0.014757,            0.011251,           0.0010353,           0.0036267,           0.0036267,           0.0036267
                 193,            0.014344,            0.018299,           0.0010375,             0.99744,             0.99753,               0.995,             0.87919,            0.014876,            0.011413,           0.0010211,            0.003584,            0.003584,            0.003584
                 194,            0.013837,            0.016042,           0.0010179,             0.99716,             0.99753,               0.995,             0.88078,            0.014953,             0.01136,           0.0010091,           0.0035415,           0.0035415,           0.0035415
                 195,            0.014315,            0.018164,           0.0010957,             0.99742,             0.99753,             0.99495,             0.88063,            0.014932,            0.011462,           0.0010099,           0.0034991,           0.0034991,           0.0034991
                 196,            0.014248,            0.018188,           0.0010337,             0.99741,             0.99753,             0.99498,             0.88014,             0.01482,            0.011337,          0.00099677,            0.003457,            0.003457,            0.003457
                 197,            0.014007,            0.018782,            0.001102,             0.99701,             0.99753,               0.995,             0.88577,            0.014655,            0.011362,           0.0010144,           0.0034152,           0.0034152,           0.0034152
                 198,             0.01423,            0.016848,           0.0010862,             0.99723,             0.99752,               0.995,             0.88349,            0.014596,            0.011446,           0.0010062,           0.0033735,           0.0033735,           0.0033735
                 199,            0.013993,               0.016,           0.0010851,             0.99739,             0.99753,               0.995,             0.88344,            0.014612,            0.011415,          0.00097654,           0.0033321,           0.0033321,           0.0033321
                 200,            0.014038,             0.01799,          0.00099666,             0.99715,             0.99753,             0.99498,             0.88697,            0.014592,             0.01152,          0.00097568,           0.0032909,           0.0032909,           0.0032909
                 201,            0.014081,            0.019129,          0.00094602,             0.99725,             0.99753,               0.995,              0.8798,            0.014691,            0.011475,           0.0009722,             0.00325,             0.00325,             0.00325
                 202,            0.013791,            0.017078,          0.00095082,             0.99672,             0.99753,               0.995,             0.88093,            0.014858,            0.011277,          0.00098431,           0.0032093,           0.0032093,           0.0032093
                 203,            0.013787,            0.016369,           0.0010876,             0.99721,             0.99753,               0.995,             0.88334,            0.014753,            0.011171,           0.0009912,           0.0031689,           0.0031689,           0.0031689
                 204,            0.013968,            0.017226,           0.0011009,             0.99701,             0.99753,               0.995,              0.8839,            0.014687,            0.011397,          0.00099361,           0.0031287,           0.0031287,           0.0031287
                 205,            0.013597,            0.016401,          0.00097158,             0.99656,             0.99751,             0.99498,             0.88039,            0.014674,            0.011296,           0.0009856,           0.0030888,           0.0030888,           0.0030888
                 206,            0.013869,            0.017771,          0.00099854,             0.99741,             0.99751,             0.99498,             0.87907,            0.014608,            0.011204,          0.00097606,           0.0030491,           0.0030491,           0.0030491
                 207,            0.013763,            0.015633,           0.0010151,             0.99725,             0.99753,             0.99498,             0.88163,            0.014486,            0.011027,          0.00096424,           0.0030097,           0.0030097,           0.0030097
                 208,            0.013521,            0.016044,          0.00093863,             0.99708,             0.99753,               0.995,             0.88516,            0.014573,            0.011272,          0.00096813,           0.0029706,           0.0029706,           0.0029706
                 209,            0.013524,            0.017189,          0.00095862,             0.99719,             0.99753,             0.99498,             0.88262,            0.014452,            0.011313,          0.00097548,           0.0029318,           0.0029318,           0.0029318
                 210,            0.013923,            0.018243,           0.0010542,             0.99732,             0.99753,             0.99498,             0.87612,            0.014521,            0.011263,          0.00096446,           0.0028932,           0.0028932,           0.0028932
                 211,            0.014095,            0.017282,           0.0010962,             0.99732,             0.99753,               0.995,             0.88208,            0.014629,            0.011353,          0.00096752,            0.002855,            0.002855,            0.002855
                 212,            0.013685,            0.018265,          0.00099305,             0.99681,             0.99753,               0.995,             0.88137,            0.014604,            0.011313,          0.00096691,            0.002817,            0.002817,            0.002817
                 213,            0.013808,            0.017357,           0.0010196,             0.99733,             0.99752,               0.995,             0.88546,            0.014494,            0.011309,          0.00094934,           0.0027793,           0.0027793,           0.0027793
                 214,            0.013398,            0.016276,          0.00097004,             0.99728,             0.99753,               0.995,              0.8826,            0.014447,            0.011196,          0.00095132,           0.0027419,           0.0027419,           0.0027419
                 215,            0.013433,            0.017753,           0.0009871,             0.99728,             0.99753,               0.995,             0.88273,            0.014224,            0.011258,          0.00095543,           0.0027048,           0.0027048,           0.0027048
                 216,             0.01376,            0.018444,          0.00098791,              0.9971,             0.99753,               0.995,             0.88356,             0.01471,            0.011262,          0.00094652,           0.0026681,           0.0026681,           0.0026681
                 217,            0.013584,            0.017384,          0.00094047,             0.99729,             0.99753,               0.995,             0.88466,            0.014523,            0.011246,          0.00094385,           0.0026316,           0.0026316,           0.0026316
                 218,            0.013586,            0.017438,          0.00091312,             0.99701,             0.99753,               0.995,             0.88309,            0.014539,            0.011345,          0.00093816,           0.0025954,           0.0025954,           0.0025954
                 219,            0.013469,            0.018732,          0.00096317,             0.99689,             0.99753,               0.995,             0.88426,            0.014585,            0.011149,          0.00092415,           0.0025596,           0.0025596,           0.0025596
                 220,            0.013659,            0.017247,           0.0010611,             0.99697,             0.99753,               0.995,              0.8801,            0.014705,            0.011523,          0.00093232,           0.0025241,           0.0025241,           0.0025241
                 221,            0.013292,            0.014944,          0.00091138,             0.99709,             0.99753,               0.995,             0.87907,            0.014512,            0.011352,          0.00093302,           0.0024889,           0.0024889,           0.0024889
                 222,            0.013503,            0.017657,           0.0011049,             0.99732,             0.99753,               0.995,             0.88107,            0.014362,            0.011248,          0.00094119,           0.0024541,           0.0024541,           0.0024541
                 223,            0.013425,            0.016409,          0.00093271,             0.99739,             0.99753,               0.995,             0.88225,            0.014512,            0.011245,          0.00094269,           0.0024195,           0.0024195,           0.0024195
                 224,            0.013183,            0.016418,          0.00096379,              0.9972,             0.99753,               0.995,             0.87803,            0.014597,            0.011163,          0.00093651,           0.0023854,           0.0023854,           0.0023854
                 225,             0.01346,            0.017466,          0.00099718,              0.9971,             0.99753,               0.995,             0.88527,            0.014609,            0.011237,          0.00093343,           0.0023515,           0.0023515,           0.0023515
                 226,            0.012862,            0.015236,          0.00089934,             0.99707,             0.99753,               0.995,             0.88306,            0.014434,            0.011403,          0.00093516,            0.002318,            0.002318,            0.002318
                 227,            0.013127,            0.016821,          0.00089234,             0.99739,             0.99753,               0.995,             0.88241,            0.014506,            0.011283,          0.00093209,           0.0022849,           0.0022849,           0.0022849
                 228,            0.013153,            0.016627,          0.00093312,             0.99714,             0.99753,               0.995,             0.88085,             0.01446,            0.011321,          0.00092325,           0.0022521,           0.0022521,           0.0022521
                 229,            0.013371,            0.017034,          0.00097586,             0.99665,             0.99753,             0.99495,             0.88386,            0.014332,            0.011355,          0.00091963,           0.0022196,           0.0022196,           0.0022196
                 230,            0.012936,            0.017515,          0.00089974,             0.99607,             0.99752,               0.995,               0.885,            0.014473,            0.011327,          0.00093385,           0.0021876,           0.0021876,           0.0021876
                 231,            0.013109,            0.015849,          0.00095816,             0.99716,             0.99753,               0.995,             0.88324,            0.014436,            0.011251,          0.00093717,           0.0021558,           0.0021558,           0.0021558
                 232,            0.013183,            0.017587,          0.00096985,             0.99727,             0.99753,               0.995,             0.88108,            0.014429,            0.011184,          0.00094431,           0.0021245,           0.0021245,           0.0021245
                 233,            0.013143,            0.015263,          0.00091888,             0.99707,             0.99753,             0.99498,             0.87959,            0.014555,            0.011131,          0.00093668,           0.0020935,           0.0020935,           0.0020935
                 234,            0.012895,            0.015891,          0.00092629,             0.99738,             0.99753,             0.99493,             0.88176,            0.014736,            0.011245,          0.00092364,           0.0020629,           0.0020629,           0.0020629
                 235,            0.012969,            0.017808,          0.00095816,             0.99738,             0.99752,             0.99465,             0.88513,            0.014499,            0.011098,          0.00091801,           0.0020327,           0.0020327,           0.0020327
                 236,            0.012547,            0.014552,          0.00079078,             0.99726,             0.99753,              0.9946,             0.88369,            0.014448,            0.010982,          0.00091627,           0.0020028,           0.0020028,           0.0020028
                 237,            0.013113,            0.017549,          0.00094007,             0.99739,             0.99753,             0.99493,             0.88498,            0.014449,             0.01121,          0.00093043,           0.0019734,           0.0019734,           0.0019734
                 238,            0.013252,            0.016892,            0.001024,             0.99709,             0.99753,               0.995,             0.88461,            0.014337,            0.011282,          0.00093051,           0.0019443,           0.0019443,           0.0019443
                 239,             0.01251,            0.013918,          0.00081136,             0.99734,             0.99753,               0.995,             0.88404,            0.014242,            0.011293,           0.0009219,           0.0019156,           0.0019156,           0.0019156
                 240,            0.013271,            0.017214,          0.00097826,              0.9974,             0.99753,             0.99498,             0.88266,            0.014317,            0.011162,          0.00090887,           0.0018873,           0.0018873,           0.0018873
                 241,            0.013326,            0.016874,           0.0010059,             0.99742,             0.99753,             0.99495,             0.88097,            0.014394,            0.011187,          0.00091026,           0.0018594,           0.0018594,           0.0018594
                 242,            0.012798,             0.01642,          0.00093853,              0.9973,             0.99753,               0.995,             0.88233,            0.014435,            0.011174,          0.00090775,           0.0018319,           0.0018319,           0.0018319
                 243,            0.012996,            0.015949,          0.00092243,             0.99745,             0.99753,               0.995,             0.88371,            0.014529,            0.011277,          0.00090289,           0.0018048,           0.0018048,           0.0018048
                 244,            0.012869,            0.013634,          0.00091074,             0.99741,             0.99753,             0.99498,             0.88482,            0.014433,            0.011258,          0.00090398,           0.0017781,           0.0017781,           0.0017781
                 245,            0.012828,            0.016895,          0.00094748,             0.99721,             0.99753,               0.995,             0.88764,            0.014303,             0.01117,          0.00090292,           0.0017519,           0.0017519,           0.0017519
                 246,            0.013121,            0.016726,          0.00097614,             0.99737,             0.99753,             0.99498,             0.88671,            0.014319,            0.011346,          0.00090312,            0.001726,            0.001726,            0.001726
                 247,            0.012989,            0.017743,          0.00097119,             0.99704,             0.99753,               0.995,             0.88619,            0.014291,            0.011245,          0.00089517,           0.0017005,           0.0017005,           0.0017005
                 248,            0.012826,            0.015978,          0.00089942,             0.99701,             0.99753,               0.995,             0.88177,            0.014361,            0.011178,          0.00089871,           0.0016755,           0.0016755,           0.0016755
                 249,            0.013205,            0.017178,           0.0010029,             0.99712,             0.99753,               0.995,             0.88742,            0.014254,            0.011167,          0.00090401,           0.0016509,           0.0016509,           0.0016509
                 250,             0.01293,            0.016152,           0.0010347,             0.99734,             0.99753,               0.995,             0.88903,            0.014158,            0.011126,          0.00090161,           0.0016267,           0.0016267,           0.0016267
                 251,            0.012796,            0.017027,           0.0009472,             0.99738,             0.99753,               0.995,              0.8847,            0.014495,            0.011472,          0.00090716,           0.0016029,           0.0016029,           0.0016029
                 252,            0.012697,            0.015322,          0.00086905,             0.99694,             0.99753,             0.99495,             0.88433,            0.014505,            0.011418,          0.00090215,           0.0015795,           0.0015795,           0.0015795
                 253,            0.012545,             0.01549,          0.00086728,             0.99733,             0.99753,             0.99498,             0.88214,            0.014502,            0.011428,          0.00090764,           0.0015566,           0.0015566,           0.0015566
                 254,            0.012623,            0.016164,          0.00091452,             0.99735,             0.99753,               0.995,             0.88604,            0.014425,            0.011171,          0.00090063,           0.0015341,           0.0015341,           0.0015341
                 255,            0.012645,            0.015157,          0.00094838,             0.99743,             0.99753,               0.995,             0.88893,            0.014386,            0.011472,          0.00090895,           0.0015121,           0.0015121,           0.0015121
                 256,            0.012747,            0.017661,           0.0010411,             0.99731,             0.99753,               0.995,             0.88673,            0.014502,            0.011431,          0.00090868,           0.0014905,           0.0014905,           0.0014905
                 257,            0.012575,            0.017063,          0.00091707,             0.99718,             0.99753,             0.99495,             0.88582,             0.01439,            0.011462,          0.00091897,           0.0014693,           0.0014693,           0.0014693
                 258,            0.012526,            0.015323,          0.00086448,             0.99718,             0.99753,             0.99495,             0.88527,            0.014296,            0.011224,          0.00090984,           0.0014486,           0.0014486,           0.0014486
                 259,            0.012481,            0.014317,          0.00088253,             0.99716,             0.99753,             0.99493,             0.88641,            0.014301,            0.011283,          0.00091007,           0.0014283,           0.0014283,           0.0014283
                 260,            0.012761,            0.014077,          0.00096287,             0.99715,             0.99753,             0.99488,             0.88682,            0.014408,            0.011366,          0.00092115,           0.0014084,           0.0014084,           0.0014084
                 261,            0.012758,              0.0163,          0.00093128,             0.99728,             0.99753,             0.99493,             0.88357,             0.01448,            0.011501,          0.00093583,            0.001389,            0.001389,            0.001389
                 262,            0.012661,            0.015407,          0.00083456,             0.99724,             0.99753,               0.995,             0.88327,            0.014405,             0.01145,          0.00092639,           0.0013701,           0.0013701,           0.0013701
                 263,            0.012769,            0.016159,           0.0010219,             0.99734,             0.99752,             0.99498,             0.88412,            0.014334,             0.01131,           0.0009125,           0.0013516,           0.0013516,           0.0013516
                 264,            0.012706,            0.015277,           0.0009553,             0.99729,             0.99753,             0.99495,             0.88615,            0.014419,            0.011299,          0.00089655,           0.0013336,           0.0013336,           0.0013336
                 265,            0.012449,            0.015555,          0.00089458,             0.99729,             0.99753,             0.99495,              0.8859,            0.014472,            0.011186,          0.00089092,            0.001316,            0.001316,            0.001316
                 266,            0.012448,            0.016091,           0.0008381,             0.99719,             0.99753,             0.99498,             0.88773,            0.014385,            0.011316,          0.00089305,           0.0012989,           0.0012989,           0.0012989
                 267,            0.012302,            0.015771,          0.00089052,             0.99734,             0.99753,             0.99498,             0.88904,            0.014446,            0.011376,           0.0008946,           0.0012822,           0.0012822,           0.0012822
                 268,            0.012781,            0.015697,          0.00097448,               0.997,             0.99753,               0.995,             0.88813,            0.014238,             0.01132,          0.00089793,            0.001266,            0.001266,            0.001266
                 269,            0.012692,             0.01586,           0.0009392,             0.99737,             0.99753,             0.99498,             0.88543,            0.014173,            0.011129,          0.00089451,           0.0012503,           0.0012503,           0.0012503
                 270,            0.012518,            0.015928,          0.00082744,             0.99727,             0.99753,             0.99498,             0.88559,            0.014117,            0.011174,           0.0008982,            0.001235,            0.001235,            0.001235
                 271,            0.012615,            0.016108,          0.00088623,             0.99737,             0.99753,               0.995,             0.88465,            0.014206,            0.011276,          0.00089407,           0.0012202,           0.0012202,           0.0012202
                 272,            0.012376,            0.016852,          0.00085593,             0.99724,             0.99753,               0.995,              0.8883,            0.014131,            0.011004,          0.00088416,           0.0012059,           0.0012059,           0.0012059
                 273,            0.012835,             0.01662,          0.00096764,             0.99713,             0.99753,             0.99498,             0.88911,             0.01413,            0.010985,          0.00088379,           0.0011921,           0.0011921,           0.0011921
                 274,            0.012493,            0.017184,          0.00090654,             0.99719,             0.99753,               0.995,             0.88835,            0.014115,             0.01119,          0.00089173,           0.0011787,           0.0011787,           0.0011787
                 275,            0.012354,            0.015649,          0.00083887,             0.99713,             0.99752,               0.995,             0.88881,             0.01408,            0.011077,          0.00088567,           0.0011658,           0.0011658,           0.0011658
                 276,            0.012361,            0.014527,          0.00086746,             0.99721,             0.99753,               0.995,             0.88778,            0.014058,            0.011186,          0.00088781,           0.0011533,           0.0011533,           0.0011533
                 277,            0.012475,             0.01703,          0.00087297,              0.9973,             0.99753,               0.995,             0.88796,            0.014126,            0.011175,          0.00088505,           0.0011414,           0.0011414,           0.0011414
                 278,            0.012408,            0.015883,          0.00091789,             0.99725,             0.99753,             0.99498,             0.88666,            0.014366,            0.011304,          0.00088506,           0.0011299,           0.0011299,           0.0011299
                 279,            0.012646,            0.016927,           0.0009179,             0.99737,             0.99753,             0.99498,             0.88658,            0.014352,            0.011331,           0.0008833,           0.0011189,           0.0011189,           0.0011189
                 280,            0.012358,             0.01516,          0.00086872,             0.99736,             0.99753,             0.99495,             0.88539,            0.014273,            0.011332,            0.000883,           0.0011084,           0.0011084,           0.0011084
                 281,            0.012225,            0.013325,          0.00084838,             0.99696,             0.99751,             0.99498,             0.88606,            0.014209,            0.011373,          0.00088741,           0.0010983,           0.0010983,           0.0010983
                 282,            0.012455,            0.015207,          0.00088772,             0.99711,             0.99753,               0.995,             0.88417,            0.014236,            0.011312,          0.00088154,           0.0010888,           0.0010888,           0.0010888
                 283,            0.012458,            0.015399,           0.0008255,             0.99719,             0.99753,               0.995,              0.8866,             0.01427,            0.011296,          0.00088453,           0.0010797,           0.0010797,           0.0010797
                 284,            0.012554,            0.016349,          0.00094992,             0.99704,             0.99753,               0.995,             0.88731,            0.014244,            0.011177,          0.00088156,           0.0010711,           0.0010711,           0.0010711
                 285,            0.012563,            0.015214,          0.00096265,             0.99703,             0.99753,               0.995,             0.88758,            0.014281,            0.011205,          0.00087626,            0.001063,            0.001063,            0.001063
                 286,            0.012253,            0.015443,          0.00083667,             0.99715,             0.99753,               0.995,             0.88683,            0.014215,            0.011115,           0.0008788,           0.0010554,           0.0010554,           0.0010554
                 287,            0.012415,            0.015819,          0.00089384,             0.99713,             0.99753,               0.995,             0.88568,            0.014147,            0.010998,          0.00087762,           0.0010483,           0.0010483,           0.0010483
                 288,            0.012366,            0.017104,          0.00087392,             0.99694,             0.99753,               0.995,             0.88672,            0.014135,             0.01103,           0.0008785,           0.0010416,           0.0010416,           0.0010416
                 289,            0.012426,            0.016782,           0.0009224,             0.99682,             0.99753,               0.995,             0.88496,             0.01418,            0.011179,          0.00088009,           0.0010355,           0.0010355,           0.0010355
                 290,            0.012261,            0.014458,          0.00088384,              0.9971,             0.99506,               0.995,             0.88523,            0.014154,            0.011185,          0.00088246,           0.0010298,           0.0010298,           0.0010298
                 291,            0.012801,            0.015941,           0.0010869,             0.99629,             0.99752,               0.995,             0.88504,            0.014184,            0.011264,          0.00088949,           0.0010247,           0.0010247,           0.0010247
                 292,            0.012396,            0.015782,          0.00085928,             0.99666,             0.99753,               0.995,             0.88718,            0.014159,            0.011229,          0.00088927,             0.00102,             0.00102,             0.00102
                 293,             0.01259,            0.015488,           0.0009776,              0.9972,             0.99753,               0.995,             0.88764,            0.014106,            0.011125,          0.00088357,           0.0010158,           0.0010158,           0.0010158
                 294,            0.012409,            0.015817,          0.00087446,             0.99705,             0.99753,               0.995,             0.88363,            0.014318,            0.011239,          0.00088429,           0.0010121,           0.0010121,           0.0010121
                 295,            0.012573,            0.015322,          0.00096822,             0.99722,             0.99753,               0.995,             0.88611,            0.014263,            0.011331,          0.00088588,           0.0010089,           0.0010089,           0.0010089
                 296,            0.012516,            0.016928,          0.00089108,             0.99724,             0.99753,               0.995,             0.88762,            0.014208,            0.011158,          0.00087835,           0.0010062,           0.0010062,           0.0010062
                 297,            0.012556,            0.015951,          0.00087697,             0.99723,             0.99753,               0.995,             0.88898,            0.014193,            0.011074,          0.00087438,           0.0010039,           0.0010039,           0.0010039
                 298,            0.012482,            0.014653,          0.00094914,             0.99728,             0.99753,               0.995,             0.88866,            0.014157,            0.011139,          0.00087641,           0.0010022,           0.0010022,           0.0010022
                 299,            0.012154,            0.015677,          0.00087539,             0.99712,             0.99752,             0.99495,              0.8872,            0.014178,            0.011209,          0.00087997,            0.001001,            0.001001,            0.001001
